Date,Seasonal Factors,Weather,Public Holidays,Doctors,Nurses,Patients,Emergency Cases,ICU Admissions,Discharge Count,Available Beds
2009-11-20,Post Monsoon,Cloudy,0,86,185,355,49,21,287,432
2009-11-21,Post Monsoon,Cloudy,0,78,211,296,32,21,238,442
2009-11-22,Post Monsoon,Sunny,0,70,186,291,30,26,227,436
2009-11-23,Post Monsoon,Cloudy,1,76,199,325,52,26,263,438
2009-11-24,Post Monsoon,Cloudy,0,75,199,328,43,19,294,466
2009-11-25,Post Monsoon,Sunny,0,79,196,350,35,26,262,412
2009-11-26,Post Monsoon,Humid,0,78,194,317,45,30,281,464
2009-11-27,Post Monsoon,Sunny,1,80,187,303,39,21,221,418
2009-11-28,Post Monsoon,Cloudy,0,79,175,289,45,21,208,419
2009-11-29,Post Monsoon,Sunny,0,86,221,324,62,31,269,445
2009-11-30,Post Monsoon,Cloudy,1,82,192,364,47,20,273,409
2009-12-01,Winter,Fog,0,82,198,385,76,33,303,418
2009-12-02,Winter,Sunny,0,85,197,310,33,20,262,452
2009-12-03,Winter,Fog,0,78,216,343,37,32,276,433
2009-12-04,Winter,Fog,0,73,228,314,53,16,220,406
2009-12-05,Winter,Fog,0,86,202,317,55,31,241,424
2009-12-06,Winter,Sunny,0,80,197,315,44,27,224,409
2009-12-07,Winter,Cloudy,0,80,183,331,42,21,293,462
2009-12-08,Winter,Cloudy,0,76,178,317,56,27,272,455
2009-12-09,Winter,Cloudy,0,76,173,401,78,38,359,458
2009-12-10,Winter,Fog,0,84,188,328,65,18,287,459
2009-12-11,Winter,Cold,0,84,168,364,59,34,289,425
2009-12-12,Winter,Cold,0,83,216,323,56,21,283,460
2009-12-13,Winter,Fog,0,83,206,395,71,19,329,434
2009-12-14,Winter,Cold,0,82,196,348,62,19,280,432
2009-12-15,Winter,Sunny,0,80,216,360,71,33,278,418
2009-12-16,Winter,Fog,0,79,183,325,58,32,271,446
2009-12-17,Winter,Fog,0,86,187,364,60,34,297,433
2009-12-18,Winter,Fog,0,78,170,348,47,25,286,438
2009-12-19,Winter,Fog,0,81,211,330,52,32,257,427
2009-12-20,Winter,Sunny,0,75,187,313,58,22,265,452
2009-12-21,Winter,Cold,0,76,200,334,43,18,239,405
2009-12-22,Winter,Cold,0,78,215,331,34,22,279,448
2009-12-23,Winter,Cloudy,0,75,220,361,47,36,305,444
2009-12-24,Winter,Fog,0,83,199,334,65,27,268,434
2009-12-25,Winter,Cold,0,73,205,291,52,19,219,428
2009-12-26,Winter,Cold,0,80,186,356,42,28,286,430
2009-12-27,Winter,Cold,0,80,225,372,37,26,269,397
2009-12-28,Winter,Sunny,0,70,197,298,49,15,225,427
2009-12-29,Winter,Cloudy,0,77,201,385,60,23,301,416
2009-12-30,Winter,Cold,0,81,193,374,40,19,312,438
2009-12-31,Winter,Sunny,0,82,217,324,63,20,238,414
2010-01-01,Winter,Fog,0,78,202,312,50,27,228,416
2010-01-02,Winter,Fog,1,83,211,386,63,23,317,431
2010-01-03,Winter,Fog,0,79,205,305,56,23,254,449
2010-01-04,Winter,Fog,0,80,196,323,43,27,231,408
2010-01-05,Winter,Cold,0,81,213,307,47,23,216,409
2010-01-06,Winter,Cloudy,0,84,205,340,53,17,248,408
2010-01-07,Winter,Sunny,0,76,185,376,73,25,330,454
2010-01-08,Winter,Cold,0,77,185,349,39,25,291,442
2010-01-09,Winter,Cold,0,76,202,365,64,24,322,457
2010-01-10,Winter,Fog,0,78,213,331,52,25,275,444
2010-01-11,Winter,Fog,0,87,224,342,63,25,305,463
2010-01-12,Winter,Cold,0,82,173,309,56,18,243,434
2010-01-13,Winter,Cold,0,74,200,337,34,29,276,439
2010-01-14,Winter,Sunny,0,76,207,321,40,18,263,442
2010-01-15,Winter,Fog,0,81,204,335,39,24,234,399
2010-01-16,Winter,Fog,0,75,215,334,48,29,235,401
2010-01-17,Winter,Cold,1,76,209,352,67,29,256,404
2010-01-18,Winter,Fog,0,86,185,392,39,28,314,422
2010-01-19,Winter,Fog,1,76,184,404,60,36,317,413
2010-01-20,Winter,Cloudy,0,84,204,375,70,32,302,427
2010-01-21,Winter,Fog,0,86,214,384,73,26,330,446
2010-01-22,Winter,Cloudy,0,76,202,375,62,35,324,449
2010-01-23,Winter,Fog,0,75,176,339,62,19,303,464
2010-01-24,Winter,Fog,0,78,184,336,44,22,272,436
2010-01-25,Winter,Cold,0,74,210,345,44,29,265,420
2010-01-26,Winter,Sunny,0,80,194,334,35,31,254,420
2010-01-27,Winter,Cold,0,78,201,313,47,20,240,427
2010-01-28,Winter,Cloudy,0,81,215,347,50,27,265,418
2010-01-29,Winter,Fog,1,86,181,320,43,16,249,429
2010-01-30,Winter,Cloudy,1,84,193,363,40,24,259,396
2010-01-31,Winter,Fog,0,82,192,315,38,20,260,445
2010-02-01,Winter,Cloudy,0,70,205,337,40,31,274,437
2010-02-02,Winter,Cold,0,82,211,344,66,18,272,428
2010-02-03,Winter,Sunny,0,88,177,331,65,17,237,406
2010-02-04,Winter,Cold,0,64,199,298,29,21,214,416
2010-02-05,Winter,Fog,0,83,213,310,36,21,250,440
2010-02-06,Winter,Fog,0,79,172,351,66,20,248,397
2010-02-07,Winter,Sunny,0,75,199,326,33,20,275,449
2010-02-08,Winter,Cold,0,84,181,354,68,34,318,464
2010-02-09,Winter,Cloudy,0,88,190,340,46,25,278,438
2010-02-10,Winter,Fog,0,83,162,335,51,18,282,447
2010-02-11,Winter,Fog,0,78,220,348,61,18,274,426
2010-02-12,Winter,Fog,1,75,194,343,42,17,285,442
2010-02-13,Winter,Sunny,0,80,187,350,38,24,290,440
2010-02-14,Winter,Cloudy,0,84,204,329,59,30,284,455
2010-02-15,Winter,Sunny,0,78,184,403,79,36,339,436
2010-02-16,Winter,Fog,0,78,182,311,51,21,264,453
2010-02-17,Winter,Cloudy,0,94,222,331,60,29,268,437
2010-02-18,Winter,Cloudy,0,85,227,332,64,29,264,432
2010-02-19,Winter,Fog,0,85,191,306,37,22,242,436
2010-02-20,Winter,Sunny,0,72,216,358,48,25,278,420
2010-02-21,Winter,Sunny,0,76,205,329,40,19,247,418
2010-02-22,Winter,Sunny,0,80,178,280,29,17,197,417
2010-02-23,Winter,Cloudy,0,74,186,357,61,23,297,440
2010-02-24,Winter,Fog,0,88,223,324,37,29,285,461
2010-02-25,Winter,Fog,0,87,178,337,36,26,298,461
2010-02-26,Winter,Sunny,0,77,234,356,48,21,290,434
2010-02-27,Winter,Fog,0,88,191,330,34,18,237,407
2010-02-28,Winter,Cloudy,0,79,223,330,38,24,288,458
2010-03-01,Summer,Heatwave,0,92,195,361,38,30,306,445
2010-03-02,Summer,Heatwave,0,80,211,246,46,22,184,438
2010-03-03,Summer,Cloudy,0,82,220,267,47,23,229,462
2010-03-04,Summer,Sunny,0,86,220,272,50,24,216,444
2010-03-05,Summer,Sunny,1,86,191,364,68,26,319,455
2010-03-06,Summer,Sunny,0,82,187,283,55,26,212,429
2010-03-07,Summer,Sunny,0,79,198,306,36,22,263,457
2010-03-08,Summer,Sunny,0,82,180,288,54,16,242,454
2010-03-09,Summer,Sunny,0,75,203,315,48,22,221,406
2010-03-10,Summer,Heatwave,0,80,187,299,34,20,242,443
2010-03-11,Summer,Cloudy,0,74,216,306,50,21,257,451
2010-03-12,Summer,Sunny,0,71,191,332,44,27,242,410
2010-03-13,Summer,Sunny,0,80,173,311,32,25,250,439
2010-03-14,Summer,Cloudy,0,86,221,281,30,17,213,432
2010-03-15,Summer,Sunny,0,84,202,307,43,20,257,450
2010-03-16,Summer,Sunny,0,79,200,360,65,28,290,430
2010-03-17,Summer,Sunny,0,88,216,314,41,17,258,444
2010-03-18,Summer,Sunny,0,77,213,303,53,25,216,413
2010-03-19,Summer,Sunny,0,70,188,265,27,15,192,427
2010-03-20,Summer,Cloudy,0,69,193,318,44,29,257,439
2010-03-21,Summer,Sunny,0,74,183,321,36,22,236,415
2010-03-22,Summer,Sunny,0,84,178,307,57,18,245,438
2010-03-23,Summer,Sunny,0,76,208,302,59,25,253,451
2010-03-24,Summer,Sunny,0,82,205,370,49,28,318,448
2010-03-25,Summer,Heatwave,0,88,211,321,63,18,233,412
2010-03-26,Summer,Heatwave,0,74,219,331,58,30,280,449
2010-03-27,Summer,Heatwave,0,82,211,301,30,21,232,431
2010-03-28,Summer,Sunny,0,82,212,296,43,17,247,451
2010-03-29,Summer,Cloudy,0,75,168,315,57,28,229,414
2010-03-30,Summer,Heatwave,1,86,195,316,48,17,253,437
2010-03-31,Summer,Heatwave,0,78,214,298,46,29,258,460
2010-04-01,Summer,Sunny,0,78,182,311,45,22,224,413
2010-04-02,Summer,Sunny,0,90,201,287,40,24,248,461
2010-04-03,Summer,Sunny,0,82,207,305,31,22,241,436
2010-04-04,Summer,Heatwave,0,84,206,302,48,17,261,459
2010-04-05,Summer,Sunny,0,86,205,324,57,28,288,464
2010-04-06,Summer,Sunny,0,76,208,284,50,18,207,423
2010-04-07,Summer,Cloudy,0,86,202,250,40,21,208,458
2010-04-08,Summer,Cloudy,0,77,178,292,39,18,218,426
2010-04-09,Summer,Cloudy,0,77,207,309,31,19,224,415
2010-04-10,Summer,Sunny,0,78,204,324,61,23,267,443
2010-04-11,Summer,Heatwave,1,76,178,302,43,27,217,415
2010-04-12,Summer,Sunny,0,84,220,313,50,25,248,435
2010-04-13,Summer,Sunny,0,81,208,328,39,17,271,443
2010-04-14,Summer,Sunny,0,77,179,318,36,27,254,436
2010-04-15,Summer,Sunny,0,83,187,280,30,22,235,455
2010-04-16,Summer,Sunny,0,78,191,282,50,22,242,460
2010-04-17,Summer,Heatwave,0,78,191,310,51,20,271,461
2010-04-18,Summer,Sunny,0,80,204,340,55,26,276,436
2010-04-19,Summer,Heatwave,0,82,185,300,57,20,226,426
2010-04-20,Summer,Sunny,0,81,216,295,34,15,236,441
2010-04-21,Summer,Sunny,0,78,215,265,31,24,206,441
2010-04-22,Summer,Sunny,0,84,209,290,34,24,216,426
2010-04-23,Summer,Sunny,0,78,200,282,40,23,227,445
2010-04-24,Summer,Sunny,0,76,214,300,56,17,211,411
2010-04-25,Summer,Sunny,1,72,195,282,53,23,231,449
2010-04-26,Summer,Sunny,0,84,189,291,46,17,251,460
2010-04-27,Summer,Sunny,0,80,217,274,45,23,246,472
2010-04-28,Summer,Sunny,1,81,204,343,65,22,303,460
2010-04-29,Summer,Cloudy,0,85,189,278,45,16,199,421
2010-04-30,Summer,Sunny,0,77,193,285,35,27,208,423
2010-05-01,Summer,Heatwave,0,73,188,307,52,16,223,416
2010-05-02,Summer,Heatwave,0,80,230,288,50,25,233,445
2010-05-03,Summer,Cloudy,0,81,200,358,58,19,253,395
2010-05-04,Summer,Heatwave,0,78,202,323,41,27,286,463
2010-05-05,Summer,Sunny,0,87,210,300,41,16,213,413
2010-05-06,Summer,Heatwave,0,67,181,309,45,23,240,431
2010-05-07,Summer,Cloudy,0,85,216,241,27,14,211,470
2010-05-08,Summer,Sunny,0,83,190,330,47,30,293,463
2010-05-09,Summer,Sunny,0,82,227,312,36,21,247,435
2010-05-10,Summer,Sunny,0,63,195,298,44,15,237,439
2010-05-11,Summer,Heatwave,0,86,215,314,32,25,259,445
2010-05-12,Summer,Heatwave,0,74,162,317,61,22,247,430
2010-05-13,Summer,Sunny,0,77,182,289,36,26,221,432
2010-05-14,Summer,Sunny,1,79,195,329,48,23,278,449
2010-05-15,Summer,Sunny,0,82,169,326,33,23,267,441
2010-05-16,Summer,Sunny,0,83,209,311,37,22,247,436
2010-05-17,Summer,Cloudy,0,84,204,293,49,27,211,418
2010-05-18,Summer,Sunny,0,84,185,307,34,24,219,412
2010-05-19,Summer,Sunny,0,81,199,334,54,27,267,433
2010-05-20,Summer,Sunny,0,82,212,319,31,27,262,443
2010-05-21,Summer,Heatwave,0,74,168,270,39,26,224,454
2010-05-22,Summer,Sunny,0,76,180,314,54,28,275,461
2010-05-23,Summer,Heatwave,0,84,194,311,59,29,268,457
2010-05-24,Summer,Sunny,0,84,200,329,49,22,239,410
2010-05-25,Summer,Sunny,0,83,199,300,55,18,257,457
2010-05-26,Summer,Sunny,0,77,213,290,52,17,242,452
2010-05-27,Summer,Sunny,0,84,207,265,34,24,229,464
2010-05-28,Summer,Sunny,0,74,210,282,52,25,244,462
2010-05-29,Summer,Cloudy,0,85,179,330,54,27,253,423
2010-05-30,Summer,Heatwave,0,78,202,304,33,16,228,424
2010-05-31,Summer,Cloudy,0,88,195,297,57,19,240,443
2010-06-01,Monsoon,Rainy,0,72,221,392,46,33,297,405
2010-06-02,Monsoon,Cloudy,1,88,202,407,59,25,313,406
2010-06-03,Monsoon,Rainy,0,78,189,341,50,27,243,402
2010-06-04,Monsoon,Rainy,0,78,212,390,63,30,350,460
2010-06-05,Monsoon,Rainy,0,80,208,318,52,20,242,424
2010-06-06,Monsoon,Rainy,0,76,187,371,45,35,317,446
2010-06-07,Monsoon,Storm,1,79,194,388,52,24,348,460
2010-06-08,Monsoon,Rainy,0,76,195,388,44,36,346,458
2010-06-09,Monsoon,Rainy,0,76,218,369,41,28,305,436
2010-06-10,Monsoon,Storm,0,82,203,353,64,19,285,432
2010-06-11,Monsoon,Rainy,0,75,210,355,62,32,270,415
2010-06-12,Monsoon,Rainy,0,76,192,427,61,38,372,445
2010-06-13,Monsoon,Rainy,0,73,205,362,39,33,277,415
2010-06-14,Monsoon,Cloudy,1,77,219,394,57,32,284,390
2010-06-15,Monsoon,Cloudy,0,86,194,309,39,26,234,425
2010-06-16,Monsoon,Rainy,0,75,201,339,60,32,258,419
2010-06-17,Monsoon,Rainy,0,76,179,372,40,20,313,441
2010-06-18,Monsoon,Rainy,0,80,188,319,46,17,234,415
2010-06-19,Monsoon,Cloudy,0,78,194,373,59,20,284,411
2010-06-20,Monsoon,Rainy,0,91,184,341,67,31,243,402
2010-06-21,Monsoon,Rainy,0,79,219,334,36,26,290,456
2010-06-22,Monsoon,Rainy,0,81,187,341,37,20,288,447
2010-06-23,Monsoon,Rainy,0,84,211,398,79,22,313,415
2010-06-24,Monsoon,Rainy,0,84,202,368,51,26,289,421
2010-06-25,Monsoon,Cloudy,1,81,200,357,62,32,261,404
2010-06-26,Monsoon,Rainy,1,79,222,399,71,36,309,410
2010-06-27,Monsoon,Rainy,0,90,166,380,49,35,334,454
2010-06-28,Monsoon,Cloudy,0,79,197,350,42,30,254,404
2010-06-29,Monsoon,Cloudy,1,77,183,403,51,21,343,440
2010-06-30,Monsoon,Rainy,0,76,170,385,67,33,273,388
2010-07-01,Monsoon,Rainy,0,71,182,381,70,28,290,409
2010-07-02,Monsoon,Rainy,0,84,200,343,58,29,298,455
2010-07-03,Monsoon,Cloudy,0,68,189,330,47,24,260,430
2010-07-04,Monsoon,Rainy,0,79,213,317,40,23,266,449
2010-07-05,Monsoon,Cloudy,0,78,196,343,48,19,247,404
2010-07-06,Monsoon,Storm,0,91,195,350,67,33,292,442
2010-07-07,Monsoon,Rainy,0,70,195,352,65,24,304,452
2010-07-08,Monsoon,Rainy,0,75,198,358,47,28,308,450
2010-07-09,Monsoon,Rainy,0,79,193,403,53,24,317,414
2010-07-10,Monsoon,Rainy,0,79,187,351,62,24,309,458
2010-07-11,Monsoon,Rainy,1,77,214,378,53,35,308,430
2010-07-12,Monsoon,Storm,1,79,190,334,52,20,288,454
2010-07-13,Monsoon,Cloudy,0,73,194,415,59,25,308,393
2010-07-14,Monsoon,Rainy,0,81,206,327,40,20,242,415
2010-07-15,Monsoon,Storm,0,68,204,342,40,26,290,448
2010-07-16,Monsoon,Rainy,0,79,186,377,42,28,312,435
2010-07-17,Monsoon,Rainy,1,76,211,386,39,22,322,436
2010-07-18,Monsoon,Rainy,0,85,208,401,51,33,299,398
2010-07-19,Monsoon,Storm,0,88,202,378,44,36,294,416
2010-07-20,Monsoon,Cloudy,0,78,193,357,44,21,268,411
2010-07-21,Monsoon,Storm,0,86,193,386,41,32,275,389
2010-07-22,Monsoon,Rainy,1,78,196,409,54,32,302,393
2010-07-23,Monsoon,Rainy,0,75,181,343,52,22,308,465
2010-07-24,Monsoon,Rainy,1,88,199,404,78,32,301,397
2010-07-25,Monsoon,Rainy,0,82,213,354,47,21,259,405
2010-07-26,Monsoon,Cloudy,0,80,213,357,36,32,299,442
2010-07-27,Monsoon,Cloudy,1,83,194,383,52,19,314,431
2010-07-28,Monsoon,Storm,0,81,215,350,63,27,297,447
2010-07-29,Monsoon,Rainy,0,79,228,349,46,23,289,440
2010-07-30,Monsoon,Rainy,0,73,195,384,49,36,285,401
2010-07-31,Monsoon,Rainy,0,78,210,321,61,24,256,435
2010-08-01,Monsoon,Rainy,0,83,166,333,43,30,244,411
2010-08-02,Monsoon,Rainy,0,79,181,376,74,36,282,406
2010-08-03,Monsoon,Storm,1,84,201,378,69,25,339,461
2010-08-04,Monsoon,Storm,0,81,184,384,64,36,324,440
2010-08-05,Monsoon,Rainy,1,75,230,388,62,33,332,444
2010-08-06,Monsoon,Rainy,0,73,208,326,39,18,230,404
2010-08-07,Monsoon,Rainy,0,79,214,361,62,19,280,419
2010-08-08,Monsoon,Rainy,1,77,199,393,52,35,318,425
2010-08-09,Monsoon,Cloudy,0,81,184,365,54,26,266,401
2010-08-10,Monsoon,Rainy,0,76,192,348,38,26,302,454
2010-08-11,Monsoon,Rainy,0,76,203,353,45,33,256,403
2010-08-12,Monsoon,Rainy,0,85,190,345,52,32,285,440
2010-08-13,Monsoon,Cloudy,0,80,210,326,47,18,264,438
2010-08-14,Monsoon,Rainy,0,76,210,323,43,22,280,457
2010-08-15,Monsoon,Rainy,0,80,200,369,54,34,281,412
2010-08-16,Monsoon,Rainy,0,86,172,338,58,30,255,417
2010-08-17,Monsoon,Storm,0,81,225,374,54,32,325,451
2010-08-18,Monsoon,Cloudy,0,82,196,345,51,19,256,411
2010-08-19,Monsoon,Rainy,0,76,240,327,55,26,277,450
2010-08-20,Monsoon,Cloudy,0,85,209,349,64,27,257,408
2010-08-21,Monsoon,Cloudy,0,91,196,412,62,24,360,448
2010-08-22,Monsoon,Cloudy,0,76,206,357,69,31,309,452
2010-08-23,Monsoon,Storm,0,74,169,376,50,24,322,446
2010-08-24,Monsoon,Storm,0,80,215,364,45,29,290,426
2010-08-25,Monsoon,Rainy,0,84,238,324,54,22,228,404
2010-08-26,Monsoon,Cloudy,0,79,168,396,46,21,287,391
2010-08-27,Monsoon,Rainy,0,74,195,353,67,26,279,426
2010-08-28,Monsoon,Storm,0,79,198,327,45,21,231,404
2010-08-29,Monsoon,Rainy,1,82,213,367,62,19,261,394
2010-08-30,Monsoon,Storm,1,77,231,374,58,22,271,397
2010-08-31,Monsoon,Cloudy,0,83,205,378,39,30,284,406
2010-09-01,Post Monsoon,Cloudy,0,85,232,302,51,16,256,454
2010-09-02,Post Monsoon,Humid,0,81,202,385,68,20,273,388
2010-09-03,Post Monsoon,Sunny,0,79,206,296,58,28,265,469
2010-09-04,Post Monsoon,Humid,0,84,204,335,47,18,252,417
2010-09-05,Post Monsoon,Sunny,0,75,218,270,40,18,206,436
2010-09-06,Post Monsoon,Cloudy,1,75,193,336,62,19,251,415
2010-09-07,Post Monsoon,Humid,1,78,212,349,44,33,286,437
2010-09-08,Post Monsoon,Cloudy,0,77,181,292,34,21,205,413
2010-09-09,Post Monsoon,Humid,0,75,195,357,40,19,256,399
2010-09-10,Post Monsoon,Sunny,0,89,190,330,65,29,237,407
2010-09-11,Post Monsoon,Sunny,0,90,201,312,39,27,259,447
2010-09-12,Post Monsoon,Cloudy,0,78,195,330,57,31,252,422
2010-09-13,Post Monsoon,Sunny,0,80,216,305,44,26,240,435
2010-09-14,Post Monsoon,Cloudy,0,79,186,351,43,18,312,461
2010-09-15,Post Monsoon,Cloudy,0,85,174,345,66,26,255,410
2010-09-16,Post Monsoon,Cloudy,0,86,179,329,48,22,234,405
2010-09-17,Post Monsoon,Cloudy,0,71,214,335,52,29,264,429
2010-09-18,Post Monsoon,Humid,0,82,185,283,34,22,207,424
2010-09-19,Post Monsoon,Humid,0,73,205,356,47,30,259,403
2010-09-20,Post Monsoon,Cloudy,0,88,195,317,55,18,247,430
2010-09-21,Post Monsoon,Sunny,0,82,212,345,46,24,287,442
2010-09-22,Post Monsoon,Cloudy,0,75,196,338,50,24,253,415
2010-09-23,Post Monsoon,Sunny,0,78,241,345,38,34,301,456
2010-09-24,Post Monsoon,Humid,0,78,228,293,54,14,226,433
2010-09-25,Post Monsoon,Humid,0,82,195,296,51,26,262,466
2010-09-26,Post Monsoon,Sunny,0,85,193,376,66,20,300,424
2010-09-27,Post Monsoon,Sunny,1,74,246,302,35,16,255,453
2010-09-28,Post Monsoon,Cloudy,0,89,183,292,43,19,253,461
2010-09-29,Post Monsoon,Humid,0,88,199,321,32,27,258,437
2010-09-30,Post Monsoon,Cloudy,1,75,200,341,44,28,296,455
2010-10-01,Post Monsoon,Sunny,0,80,199,306,41,24,237,431
2010-10-02,Post Monsoon,Sunny,0,88,173,335,64,29,258,423
2010-10-03,Post Monsoon,Sunny,0,86,207,342,68,21,293,451
2010-10-04,Post Monsoon,Cloudy,0,78,185,319,51,26,238,419
2010-10-05,Post Monsoon,Humid,0,84,221,313,47,25,263,450
2010-10-06,Post Monsoon,Cloudy,0,94,178,319,45,26,228,409
2010-10-07,Post Monsoon,Sunny,0,80,200,307,31,24,253,446
2010-10-08,Post Monsoon,Cloudy,0,76,166,277,49,16,246,469
2010-10-09,Post Monsoon,Cloudy,0,80,167,327,54,31,258,431
2010-10-10,Post Monsoon,Sunny,0,81,187,339,55,33,265,426
2010-10-11,Post Monsoon,Sunny,0,77,189,316,57,26,255,439
2010-10-12,Post Monsoon,Cloudy,0,82,221,263,50,18,221,458
2010-10-13,Post Monsoon,Cloudy,0,73,199,305,42,23,235,430
2010-10-14,Post Monsoon,Sunny,0,76,219,342,48,18,239,397
2010-10-15,Post Monsoon,Sunny,0,83,194,284,56,19,227,443
2010-10-16,Post Monsoon,Humid,0,71,209,337,56,33,264,427
2010-10-17,Post Monsoon,Cloudy,0,84,189,308,57,23,248,440
2010-10-18,Post Monsoon,Cloudy,0,69,188,319,38,24,268,449
2010-10-19,Post Monsoon,Cloudy,0,71,172,302,39,29,228,426
2010-10-20,Post Monsoon,Cloudy,0,77,205,291,40,27,233,442
2010-10-21,Post Monsoon,Sunny,0,81,203,355,46,27,266,411
2010-10-22,Post Monsoon,Sunny,0,86,211,340,64,21,269,429
2010-10-23,Post Monsoon,Cloudy,0,80,203,336,50,18,258,422
2010-10-24,Post Monsoon,Cloudy,0,78,230,342,66,31,264,422
2010-10-25,Post Monsoon,Cloudy,0,82,202,332,43,31,270,438
2010-10-26,Post Monsoon,Humid,0,75,214,343,35,25,287,444
2010-10-27,Post Monsoon,Humid,0,80,195,303,34,16,212,409
2010-10-28,Post Monsoon,Cloudy,1,74,186,374,45,30,327,453
2010-10-29,Post Monsoon,Cloudy,0,80,210,352,57,24,272,420
2010-10-30,Post Monsoon,Humid,0,79,198,329,38,19,272,443
2010-10-31,Post Monsoon,Humid,0,75,212,312,43,29,226,414
2010-11-01,Post Monsoon,Sunny,0,80,205,289,51,17,235,446
2010-11-02,Post Monsoon,Cloudy,0,80,188,325,36,27,271,446
2010-11-03,Post Monsoon,Cloudy,0,85,216,362,39,25,264,402
2010-11-04,Post Monsoon,Sunny,0,71,186,290,44,26,255,465
2010-11-05,Post Monsoon,Cloudy,0,79,209,345,58,29,293,448
2010-11-06,Post Monsoon,Cloudy,0,76,219,308,58,17,248,440
2010-11-07,Post Monsoon,Sunny,0,84,194,310,51,22,227,417
2010-11-08,Post Monsoon,Cloudy,0,83,217,290,56,18,253,463
2010-11-09,Post Monsoon,Sunny,1,82,205,321,39,27,229,408
2010-11-10,Post Monsoon,Cloudy,0,76,212,336,45,25,242,406
2010-11-11,Post Monsoon,Cloudy,0,84,187,339,62,22,284,445
2010-11-12,Post Monsoon,Sunny,0,72,203,325,58,21,244,419
2010-11-13,Post Monsoon,Cloudy,0,71,178,307,51,17,243,436
2010-11-14,Post Monsoon,Humid,0,73,225,292,43,17,235,443
2010-11-15,Post Monsoon,Sunny,0,79,169,321,32,27,254,433
2010-11-16,Post Monsoon,Cloudy,0,83,194,310,39,24,222,412
2010-11-17,Post Monsoon,Sunny,0,65,186,325,37,22,275,450
2010-11-18,Post Monsoon,Cloudy,0,86,210,311,32,28,232,421
2010-11-19,Post Monsoon,Humid,0,80,228,312,55,23,264,452
2010-11-20,Post Monsoon,Cloudy,0,72,209,323,36,28,281,458
2010-11-21,Post Monsoon,Sunny,0,80,244,328,44,29,264,436
2010-11-22,Post Monsoon,Cloudy,0,85,179,350,69,32,294,444
2010-11-23,Post Monsoon,Sunny,0,82,180,311,43,28,219,408
2010-11-24,Post Monsoon,Humid,1,85,186,353,40,29,249,396
2010-11-25,Post Monsoon,Humid,0,73,201,365,61,31,269,404
2010-11-26,Post Monsoon,Cloudy,0,77,184,334,60,29,257,423
2010-11-27,Post Monsoon,Cloudy,0,75,188,349,44,20,257,408
2010-11-28,Post Monsoon,Humid,0,88,209,304,55,19,251,447
2010-11-29,Post Monsoon,Humid,0,83,181,301,38,16,227,426
2010-11-30,Post Monsoon,Cloudy,0,94,183,316,53,18,274,458
2010-12-01,Winter,Cold,0,77,194,338,38,30,274,436
2010-12-02,Winter,Fog,0,76,195,366,52,35,283,417
2010-12-03,Winter,Sunny,1,79,215,341,51,28,299,458
2010-12-04,Winter,Fog,1,86,186,357,61,33,309,452
2010-12-05,Winter,Fog,0,78,189,366,60,24,316,450
2010-12-06,Winter,Cloudy,0,80,208,345,63,31,291,446
2010-12-07,Winter,Fog,1,80,212,359,42,24,295,436
2010-12-08,Winter,Cold,0,80,221,345,57,32,266,421
2010-12-09,Winter,Cold,0,76,207,311,35,27,243,432
2010-12-10,Winter,Fog,0,79,201,311,45,30,257,446
2010-12-11,Winter,Cold,0,79,208,300,45,27,220,420
2010-12-12,Winter,Cold,0,79,195,345,35,24,298,453
2010-12-13,Winter,Fog,0,84,195,362,38,20,321,459
2010-12-14,Winter,Cold,0,88,173,359,66,33,258,399
2010-12-15,Winter,Sunny,0,75,213,368,47,28,259,391
2010-12-16,Winter,Cloudy,0,78,203,376,50,34,273,397
2010-12-17,Winter,Fog,0,75,211,343,56,23,292,449
2010-12-18,Winter,Fog,0,80,157,338,41,17,243,405
2010-12-19,Winter,Fog,1,77,199,396,47,20,306,410
2010-12-20,Winter,Cold,0,81,187,322,45,26,229,407
2010-12-21,Winter,Cold,1,85,222,330,34,18,259,429
2010-12-22,Winter,Cloudy,0,67,209,331,63,28,271,440
2010-12-23,Winter,Fog,0,82,203,328,63,23,270,442
2010-12-24,Winter,Fog,0,77,193,341,49,26,274,433
2010-12-25,Winter,Cold,1,82,205,338,40,30,300,462
2010-12-26,Winter,Cloudy,0,75,186,349,51,21,281,432
2010-12-27,Winter,Fog,0,85,198,325,35,22,283,458
2010-12-28,Winter,Cloudy,0,84,191,370,51,31,332,462
2010-12-29,Winter,Fog,0,82,233,310,33,29,231,421
2010-12-30,Winter,Sunny,0,83,222,336,57,21,253,417
2010-12-31,Winter,Sunny,0,76,215,331,42,26,266,435
2011-01-01,Winter,Fog,0,76,177,345,52,33,254,409
2011-01-02,Winter,Fog,1,83,212,383,38,31,311,428
2011-01-03,Winter,Cold,1,76,202,366,55,34,306,440
2011-01-04,Winter,Fog,0,87,218,336,33,32,239,403
2011-01-05,Winter,Cloudy,0,78,204,357,68,34,298,441
2011-01-06,Winter,Sunny,1,82,199,381,57,33,278,397
2011-01-07,Winter,Cloudy,0,90,203,346,38,26,262,416
2011-01-08,Winter,Sunny,0,76,172,349,46,19,295,446
2011-01-09,Winter,Cold,0,80,188,356,37,21,260,404
