Date,Seasonal Factors,Weather,Public Holidays,Doctors,Nurses,Patients,Emergency Cases,ICU Admissions,Discharge Count,Available Beds
11/10/2010,Post Monsoon,Cloudy,No,76,212,336,45,25,242,406
11/11/2010,Post Monsoon,Cloudy,No,84,187,339,62,22,284,445
11/12/2010,Post Monsoon,Sunny,No,72,203,325,58,21,244,419
11/13/2010,Post Monsoon,Cloudy,No,71,178,307,51,17,243,436
11/14/2010,Post Monsoon,Humid,No,73,225,292,43,17,235,443
11/15/2010,Post Monsoon,Sunny,No,79,169,321,32,27,254,433
11/16/2010,Post Monsoon,Cloudy,No,83,194,310,39,24,222,412
11/17/2010,Post Monsoon,Sunny,No,65,186,325,37,22,275,450
11/18/2010,Post Monsoon,Cloudy,No,86,210,311,32,28,232,421
11/19/2010,Post Monsoon,Humid,No,80,228,312,55,23,264,452
11/20/2010,Post Monsoon,Cloudy,No,72,209,323,36,28,281,458
11/21/2010,Post Monsoon,Sunny,No,80,244,328,44,29,264,436
11/22/2010,Post Monsoon,Cloudy,No,85,179,350,69,32,294,444
11/23/2010,Post Monsoon,Sunny,No,82,180,311,43,28,219,408
11/24/2010,Post Monsoon,Humid,Yes,85,186,353,40,29,249,396
11/25/2010,Post Monsoon,Humid,No,73,201,365,61,31,269,404
11/26/2010,Post Monsoon,Cloudy,No,77,184,334,60,29,257,423
11/27/2010,Post Monsoon,Cloudy,No,75,188,349,44,20,257,408
11/28/2010,Post Monsoon,Humid,No,88,209,304,55,19,251,447
11/29/2010,Post Monsoon,Humid,No,83,181,301,38,16,227,426
11/30/2010,Post Monsoon,Cloudy,No,94,183,316,53,18,274,458
12/1/2010,Winter,Cold,No,77,194,338,38,30,274,436
12/2/2010,Winter,Fog,No,76,195,366,52,35,283,417
12/3/2010,Winter,Sunny,Yes,79,215,341,51,28,299,458
12/4/2010,Winter,Fog,Yes,86,186,357,61,33,309,452
12/5/2010,Winter,Fog,No,78,189,366,60,24,316,450
12/6/2010,Winter,Cloudy,No,80,208,345,63,31,291,446
12/7/2010,Winter,Fog,Yes,80,212,359,42,24,295,436
12/8/2010,Winter,Cold,No,80,221,345,57,32,266,421
12/9/2010,Winter,Cold,No,76,207,311,35,27,243,432
12/10/2010,Winter,Fog,No,79,201,311,45,30,257,446
12/11/2010,Winter,Cold,No,79,208,300,45,27,220,420
12/12/2010,Winter,Cold,No,79,195,345,35,24,298,453
12/13/2010,Winter,Fog,No,84,195,362,38,20,321,459
12/14/2010,Winter,Cold,No,88,173,359,66,33,258,399
12/15/2010,Winter,Sunny,No,75,213,368,47,28,259,391
12/16/2010,Winter,Cloudy,No,78,203,376,50,34,273,397
12/17/2010,Winter,Fog,No,75,211,343,56,23,292,449
12/18/2010,Winter,Fog,No,80,157,338,41,17,243,405
12/19/2010,Winter,Fog,Yes,77,199,396,47,20,306,410
12/20/2010,Winter,Cold,No,81,187,322,45,26,229,407
12/21/2010,Winter,Cold,Yes,85,222,330,34,18,259,429
12/22/2010,Winter,Cloudy,No,67,209,331,63,28,271,440
12/23/2010,Winter,Fog,No,82,203,328,63,23,270,442
12/24/2010,Winter,Fog,No,77,193,341,49,26,274,433
12/25/2010,Winter,Cold,Yes,82,205,338,40,30,300,462
12/26/2010,Winter,Cloudy,No,75,186,349,51,21,281,432
12/27/2010,Winter,Fog,No,85,198,325,35,22,283,458
12/28/2010,Winter,Cloudy,No,84,191,370,51,31,332,462
12/29/2010,Winter,Fog,No,82,233,310,33,29,231,421
12/30/2010,Winter,Sunny,No,83,222,336,57,21,253,417
12/31/2010,Winter,Sunny,No,76,215,331,42,26,266,435
1/1/2011,Winter,Fog,No,76,177,345,52,33,254,409
1/2/2011,Winter,Fog,Yes,83,212,383,38,31,311,428
1/3/2011,Winter,Cold,Yes,76,202,366,55,34,306,440
1/4/2011,Winter,Fog,No,87,218,336,33,32,239,403
1/5/2011,Winter,Cloudy,No,78,204,357,68,34,298,441
1/6/2011,Winter,Sunny,Yes,82,199,381,57,33,278,397
1/7/2011,Winter,Cloudy,No,90,203,346,38,26,262,416
1/8/2011,Winter,Sunny,No,76,172,349,46,19,295,446
1/9/2011,Winter,Cold,No,80,188,356,37,21,260,404
1/10/2011,Winter,Fog,No,85,205,298,45,18,240,442
1/11/2011,Winter,Cloudy,No,84,217,331,37,17,270,439
1/12/2011,Winter,Cold,No,78,191,349,51,19,255,406
1/13/2011,Winter,Cloudy,No,77,199,332,43,21,250,418
1/14/2011,Winter,Fog,Yes,78,175,352,62,19,289,437
1/15/2011,Winter,Fog,No,87,221,349,51,20,276,427
1/16/2011,Winter,Sunny,Yes,78,216,369,68,19,307,438
1/17/2011,Winter,Fog,No,80,209,351,68,24,305,454
1/18/2011,Winter,Sunny,No,77,206,320,63,29,232,412
1/19/2011,Winter,Sunny,No,83,223,304,38,27,217,413
1/20/2011,Winter,Cloudy,No,80,187,360,63,34,300,440
1/21/2011,Winter,Cloudy,No,74,186,321,46,28,274,453
1/22/2011,Winter,Cold,No,75,215,319,45,19,251,432
1/23/2011,Winter,Sunny,No,70,214,317,59,26,246,429
1/24/2011,Winter,Fog,No,75,182,368,42,32,301,433
1/25/2011,Winter,Cold,No,83,192,345,50,26,279,434
1/26/2011,Winter,Cloudy,No,86,225,348,55,31,277,429
1/27/2011,Winter,Cold,No,83,206,357,38,19,308,451
1/28/2011,Winter,Cold,No,82,211,338,63,26,248,410
1/29/2011,Winter,Fog,No,79,182,365,47,27,305,440
1/30/2011,Winter,Cold,No,83,209,310,51,27,262,452
1/31/2011,Winter,Sunny,Yes,81,178,332,64,18,292,460
2/1/2011,Winter,Fog,Yes,89,170,331,56,20,294,463
2/2/2011,Winter,Sunny,No,79,210,350,66,27,280,430
2/3/2011,Winter,Cloudy,No,86,221,352,37,34,276,424
2/4/2011,Winter,Sunny,No,84,196,328,48,17,262,434
2/5/2011,Winter,Cold,No,83,191,334,52,29,282,448
2/6/2011,Winter,Cloudy,No,69,225,371,62,22,260,389
2/7/2011,Winter,Fog,No,84,197,322,35,17,236,414
2/8/2011,Winter,Sunny,No,79,199,347,57,24,305,458
2/9/2011,Winter,Fog,No,77,225,322,36,25,237,415
2/10/2011,Winter,Sunny,No,72,194,367,39,33,273,406
2/11/2011,Winter,Sunny,No,79,190,355,52,29,315,460
2/12/2011,Winter,Fog,Yes,80,212,325,52,24,246,421
2/13/2011,Winter,Fog,No,73,189,333,65,21,252,419
2/14/2011,Winter,Cloudy,No,72,197,288,48,18,254,466
2/15/2011,Winter,Fog,No,82,180,362,57,32,280,418
2/16/2011,Winter,Sunny,No,84,202,391,47,21,312,421
2/17/2011,Winter,Fog,No,80,201,285,32,16,231,446
2/18/2011,Winter,Fog,No,85,214,304,48,26,265,461
2/19/2011,Winter,Sunny,No,79,212,344,42,33,246,402
2/20/2011,Winter,Cloudy,Yes,79,208,359,61,20,270,411
2/21/2011,Winter,Sunny,No,75,205,329,36,26,268,439
2/22/2011,Winter,Fog,No,72,198,296,39,18,232,436
2/23/2011,Winter,Cloudy,No,89,209,348,61,17,262,414
2/24/2011,Winter,Cold,No,85,183,362,66,33,283,421
2/25/2011,Winter,Cloudy,No,73,164,411,55,31,367,456
2/26/2011,Winter,Cloudy,No,80,217,372,44,19,261,389
2/27/2011,Winter,Cold,No,79,210,307,60,29,223,416
2/28/2011,Winter,Cold,No,78,198,339,59,26,238,399
3/1/2011,Summer,Sunny,No,77,216,314,56,27,257,443
3/2/2011,Summer,Heatwave,No,81,189,282,34,20,198,416
3/3/2011,Summer,Sunny,No,84,189,319,45,18,252,433
3/4/2011,Summer,Heatwave,No,82,187,317,33,23,276,459
3/5/2011,Summer,Sunny,No,79,208,330,36,21,237,407
3/6/2011,Summer,Heatwave,Yes,79,176,340,41,22,262,422
3/7/2011,Summer,Heatwave,No,84,188,307,40,25,238,431
3/8/2011,Summer,Sunny,No,82,204,284,56,15,219,435
3/9/2011,Summer,Sunny,No,80,181,267,37,18,225,458
3/10/2011,Summer,Sunny,No,79,190,305,51,23,213,408
3/11/2011,Summer,Heatwave,No,81,166,289,55,24,247,458
3/12/2011,Summer,Heatwave,No,77,209,292,36,23,253,461
3/13/2011,Summer,Sunny,No,84,189,328,37,30,257,429
3/14/2011,Summer,Heatwave,No,74,183,334,41,33,293,459
3/15/2011,Summer,Sunny,No,77,180,269,50,26,208,439
3/16/2011,Summer,Sunny,No,83,193,294,48,25,246,452
3/17/2011,Summer,Cloudy,No,74,176,289,41,24,224,435
3/18/2011,Summer,Sunny,No,72,229,307,55,15,217,410
3/19/2011,Summer,Sunny,No,80,164,243,30,18,174,431
3/20/2011,Summer,Sunny,No,71,193,263,32,21,207,444
3/21/2011,Summer,Sunny,No,73,201,297,46,20,266,469
3/22/2011,Summer,Sunny,Yes,83,188,339,60,23,249,410
3/23/2011,Summer,Sunny,No,78,203,301,37,23,264,463
3/24/2011,Summer,Heatwave,No,86,188,316,38,30,279,463
3/25/2011,Summer,Sunny,Yes,73,222,324,47,20,253,429
3/26/2011,Summer,Sunny,No,79,183,331,37,23,262,431
3/27/2011,Summer,Sunny,No,81,164,337,58,27,269,432
3/28/2011,Summer,Sunny,No,74,180,280,44,16,239,459
3/29/2011,Summer,Heatwave,No,85,205,322,48,29,233,411
3/30/2011,Summer,Cloudy,No,82,198,312,58,25,238,426
3/31/2011,Summer,Sunny,No,71,211,362,62,24,265,403
4/1/2011,Summer,Cloudy,No,79,207,280,32,24,245,465
4/2/2011,Summer,Sunny,No,81,190,297,42,18,212,415
4/3/2011,Summer,Sunny,No,77,192,274,36,24,232,458
4/4/2011,Summer,Sunny,No,72,194,275,49,14,216,441
4/5/2011,Summer,Sunny,No,81,228,309,53,22,260,451
4/6/2011,Summer,Sunny,No,91,210,305,44,19,267,462
4/7/2011,Summer,Heatwave,No,78,228,313,57,28,240,427
4/8/2011,Summer,Sunny,No,87,212,312,43,27,232,420
4/9/2011,Summer,Cloudy,No,76,199,294,53,27,244,450
4/10/2011,Summer,Sunny,No,81,184,293,30,24,263,470
4/11/2011,Summer,Sunny,No,83,203,275,31,24,232,457
4/12/2011,Summer,Heatwave,No,79,199,282,49,20,242,460
4/13/2011,Summer,Sunny,No,78,198,298,33,25,246,448
4/14/2011,Summer,Sunny,No,83,196,304,51,15,235,431
4/15/2011,Summer,Heatwave,No,89,169,317,54,29,263,446
4/16/2011,Summer,Cloudy,No,81,218,315,52,26,228,413
4/17/2011,Summer,Heatwave,Yes,77,199,358,65,33,285,427
4/18/2011,Summer,Heatwave,No,79,178,275,41,24,224,449
4/19/2011,Summer,Heatwave,Yes,92,207,314,59,20,276,462
4/20/2011,Summer,Cloudy,No,80,187,277,43,17,244,467
4/21/2011,Summer,Sunny,No,77,208,331,49,29,235,404
4/22/2011,Summer,Sunny,No,74,213,287,43,17,237,450
4/23/2011,Summer,Sunny,No,70,215,328,62,18,281,453
4/24/2011,Summer,Sunny,No,81,197,336,41,17,271,435
4/25/2011,Summer,Heatwave,No,83,193,310,52,20,222,412
4/26/2011,Summer,Heatwave,No,78,190,307,38,16,229,422
4/27/2011,Summer,Sunny,Yes,79,189,320,34,28,244,424
4/28/2011,Summer,Sunny,No,74,199,292,57,21,243,451
4/29/2011,Summer,Heatwave,No,80,196,289,32,18,206,417
4/30/2011,Summer,Sunny,No,82,187,296,49,23,239,443
5/1/2011,Summer,Heatwave,No,77,182,345,49,18,249,404
5/2/2011,Summer,Sunny,No,88,198,273,50,23,212,439
5/3/2011,Summer,Sunny,No,75,193,305,54,22,239,434
5/4/2011,Summer,Sunny,No,81,182,317,36,15,250,433
5/5/2011,Summer,Sunny,No,84,212,292,42,19,245,453
5/6/2011,Summer,Heatwave,No,79,226,310,31,27,222,412
5/7/2011,Summer,Cloudy,No,79,214,262,37,15,197,435
5/8/2011,Summer,Heatwave,No,72,189,333,56,32,275,442
5/9/2011,Summer,Sunny,No,86,199,328,40,31,291,463
5/10/2011,Summer,Sunny,No,79,223,297,53,26,244,447
5/11/2011,Summer,Heatwave,No,82,182,278,29,14,243,465
5/12/2011,Summer,Heatwave,Yes,83,211,339,35,22,302,463
5/13/2011,Summer,Sunny,No,76,178,271,27,17,237,466
5/14/2011,Summer,Sunny,No,79,225,274,35,15,245,471
5/15/2011,Summer,Heatwave,No,86,193,298,43,29,254,456
5/16/2011,Summer,Sunny,No,74,233,337,37,19,295,458
5/17/2011,Summer,Sunny,No,90,225,316,63,20,252,436
5/18/2011,Summer,Sunny,No,76,198,283,56,26,217,434
5/19/2011,Summer,Sunny,No,74,189,257,39,14,231,474
5/20/2011,Summer,Cloudy,No,80,202,301,47,22,216,415
5/21/2011,Summer,Cloudy,No,91,197,306,58,30,272,466
5/22/2011,Summer,Sunny,No,70,193,298,52,18,234,436
5/23/2011,Summer,Sunny,No,79,175,345,40,29,243,398
5/24/2011,Summer,Sunny,Yes,82,192,316,56,17,271,455
5/25/2011,Summer,Sunny,No,80,183,242,29,19,190,448
5/26/2011,Summer,Sunny,No,81,208,289,41,19,248,459
5/27/2011,Summer,Heatwave,No,76,214,311,47,26,220,409
5/28/2011,Summer,Sunny,No,77,211,309,53,22,276,467
5/29/2011,Summer,Sunny,No,79,205,295,33,19,246,451
5/30/2011,Summer,Sunny,Yes,74,187,311,33,24,220,409
5/31/2011,Summer,Sunny,No,79,203,250,46,14,175,425
6/1/2011,Monsoon,Rainy,No,78,211,362,66,32,296,434
6/2/2011,Monsoon,Rainy,No,77,191,351,53,30,314,463
6/3/2011,Monsoon,Cloudy,No,81,201,366,60,28,294,428
6/4/2011,Monsoon,Rainy,No,70,197,372,63,25,286,414
6/5/2011,Monsoon,Rainy,No,78,224,391,57,37,347,456
6/6/2011,Monsoon,Cloudy,No,91,212,336,42,27,301,465
6/7/2011,Monsoon,Cloudy,No,74,209,327,48,21,280,453
6/8/2011,Monsoon,Rainy,No,86,174,345,67,31,291,446
6/9/2011,Monsoon,Cloudy,No,80,202,341,62,27,238,397
6/10/2011,Monsoon,Rainy,No,76,197,339,49,19,258,419
6/11/2011,Monsoon,Rainy,No,73,197,396,48,22,350,454
6/12/2011,Monsoon,Rainy,No,80,176,363,68,35,280,417
6/13/2011,Monsoon,Storm,No,87,183,409,67,26,313,404
6/14/2011,Monsoon,Storm,No,78,198,359,50,29,289,430
6/15/2011,Monsoon,Rainy,No,79,216,330,36,17,260,430
6/16/2011,Monsoon,Rainy,No,85,191,339,59,26,295,456
6/17/2011,Monsoon,Storm,No,81,194,385,50,23,275,390
6/18/2011,Monsoon,Rainy,No,72,226,331,53,18,275,444
6/19/2011,Monsoon,Rainy,No,80,195,373,58,33,313,440
6/20/2011,Monsoon,Storm,No,87,198,351,59,31,307,456
6/21/2011,Monsoon,Storm,No,79,198,336,51,28,263,427
6/22/2011,Monsoon,Cloudy,No,66,179,394,64,19,299,405
6/23/2011,Monsoon,Cloudy,No,81,208,345,37,22,284,439
6/24/2011,Monsoon,Rainy,No,79,190,339,56,23,286,447
6/25/2011,Monsoon,Storm,Yes,70,199,378,45,31,277,399
6/26/2011,Monsoon,Storm,No,71,206,347,48,30,253,406
6/27/2011,Monsoon,Rainy,No,84,229,415,62,33,312,397
6/28/2011,Monsoon,Rainy,No,76,180,386,65,34,289,403
6/29/2011,Monsoon,Rainy,No,75,212,345,60,24,293,448
6/30/2011,Monsoon,Rainy,No,79,213,348,59,26,280,432
7/1/2011,Monsoon,Storm,No,76,190,309,33,16,250,441
7/2/2011,Monsoon,Cloudy,No,80,208,363,50,25,255,392
7/3/2011,Monsoon,Rainy,No,78,224,341,43,24,306,465
7/4/2011,Monsoon,Rainy,No,74,188,362,50,29,313,451
7/5/2011,Monsoon,Cloudy,No,77,203,310,51,21,244,434
7/6/2011,Monsoon,Rainy,No,82,206,359,42,22,256,397
7/7/2011,Monsoon,Rainy,No,80,208,402,60,24,337,435
7/8/2011,Monsoon,Rainy,No,79,211,361,68,20,291,430
7/9/2011,Monsoon,Rainy,No,89,202,340,58,28,284,444
7/10/2011,Monsoon,Rainy,No,83,207,359,61,29,299,440
7/11/2011,Monsoon,Rainy,Yes,84,186,378,69,29,276,398
7/12/2011,Monsoon,Rainy,No,79,202,414,57,31,317,403
7/13/2011,Monsoon,Rainy,No,81,192,351,61,24,246,395
7/14/2011,Monsoon,Rainy,No,77,181,329,34,29,294,465
7/15/2011,Monsoon,Rainy,No,83,192,360,38,34,310,450
7/16/2011,Monsoon,Storm,No,79,204,364,48,26,322,458
7/17/2011,Monsoon,Cloudy,No,81,206,374,44,26,265,391
7/18/2011,Monsoon,Rainy,No,80,180,378,57,21,302,424
7/19/2011,Monsoon,Rainy,No,79,185,408,48,34,346,438
7/20/2011,Monsoon,Storm,No,94,210,345,68,26,248,403
7/21/2011,Monsoon,Rainy,No,76,207,342,63,33,292,450
7/22/2011,Monsoon,Rainy,No,76,213,313,62,24,259,446
7/23/2011,Monsoon,Storm,No,83,220,376,67,24,337,461
7/24/2011,Monsoon,Cloudy,Yes,77,208,357,69,27,259,402
7/25/2011,Monsoon,Cloudy,No,78,193,382,52,37,315,433
7/26/2011,Monsoon,Rainy,Yes,74,201,367,54,31,326,459
7/27/2011,Monsoon,Storm,No,82,224,403,49,22,342,439
7/28/2011,Monsoon,Rainy,No,82,241,324,53,21,248,424
7/29/2011,Monsoon,Storm,No,78,206,385,68,24,278,393
7/30/2011,Monsoon,Rainy,No,83,208,382,57,35,341,459
7/31/2011,Monsoon,Rainy,No,70,210,373,48,30,266,393
8/1/2011,Monsoon,Storm,No,76,200,332,50,30,297,465
8/2/2011,Monsoon,Rainy,No,79,217,373,39,21,283,410
8/3/2011,Monsoon,Rainy,No,74,215,363,62,34,316,453
8/4/2011,Monsoon,Cloudy,No,71,205,314,45,16,254,440
8/5/2011,Monsoon,Rainy,No,78,195,398,75,27,351,453
8/6/2011,Monsoon,Rainy,No,83,177,351,67,17,275,424
8/7/2011,Monsoon,Rainy,No,86,210,397,44,23,345,448
8/8/2011,Monsoon,Cloudy,No,77,203,358,71,35,267,409
8/9/2011,Monsoon,Storm,No,83,188,384,75,20,304,420
8/10/2011,Monsoon,Rainy,No,83,183,338,54,19,293,455
8/11/2011,Monsoon,Storm,Yes,86,209,385,70,37,278,393
8/12/2011,Monsoon,Rainy,No,78,175,363,36,31,306,443
8/13/2011,Monsoon,Cloudy,No,71,204,351,69,24,276,425
8/14/2011,Monsoon,Rainy,No,80,212,338,49,18,271,433
8/15/2011,Monsoon,Rainy,No,74,208,283,54,25,230,447
8/16/2011,Monsoon,Cloudy,No,76,194,338,46,25,255,417
8/17/2011,Monsoon,Rainy,No,78,181,377,67,24,271,394
8/18/2011,Monsoon,Rainy,No,78,208,325,46,22,228,403
8/19/2011,Monsoon,Rainy,Yes,80,218,350,47,26,275,425
8/20/2011,Monsoon,Cloudy,No,83,191,324,63,25,244,420
8/21/2011,Monsoon,Rainy,No,78,207,365,62,33,301,436
8/22/2011,Monsoon,Rainy,No,81,223,337,62,29,284,447
8/23/2011,Monsoon,Rainy,No,80,205,390,60,34,312,422
8/24/2011,Monsoon,Rainy,No,84,194,378,72,32,311,433
8/25/2011,Monsoon,Rainy,No,79,215,365,63,32,296,431
8/26/2011,Monsoon,Storm,No,79,188,367,39,30,257,390
8/27/2011,Monsoon,Cloudy,No,78,180,340,60,31,295,455
8/28/2011,Monsoon,Rainy,No,79,212,340,34,26,242,402
8/29/2011,Monsoon,Rainy,Yes,76,193,397,72,30,310,413
8/30/2011,Monsoon,Rainy,No,75,195,382,50,32,275,393
8/31/2011,Monsoon,Rainy,No,83,190,377,60,21,313,436
9/1/2011,Post Monsoon,Humid,No,74,192,308,53,27,235,427
9/2/2011,Post Monsoon,Sunny,Yes,78,221,330,54,31,235,405
9/3/2011,Post Monsoon,Cloudy,No,85,224,296,49,19,209,413
9/4/2011,Post Monsoon,Sunny,No,78,226,339,64,27,253,414
9/5/2011,Post Monsoon,Sunny,No,84,216,270,37,13,225,455
9/6/2011,Post Monsoon,Sunny,Yes,77,206,284,43,25,239,455
9/7/2011,Post Monsoon,Cloudy,Yes,74,178,289,33,22,209,420
9/8/2011,Post Monsoon,Humid,No,72,197,266,39,22,193,427
9/9/2011,Post Monsoon,Humid,No,86,232,353,40,20,288,435
9/10/2011,Post Monsoon,Sunny,No,74,193,339,55,30,302,463
9/11/2011,Post Monsoon,Humid,No,83,222,290,38,18,235,445
9/12/2011,Post Monsoon,Cloudy,No,75,200,317,58,26,267,450
9/13/2011,Post Monsoon,Sunny,No,86,159,356,47,28,290,434
9/14/2011,Post Monsoon,Sunny,No,91,209,332,42,27,239,407
9/15/2011,Post Monsoon,Sunny,No,71,218,372,55,19,330,458
9/16/2011,Post Monsoon,Sunny,No,74,199,317,37,27,226,409
9/17/2011,Post Monsoon,Cloudy,No,83,218,303,36,27,258,455
9/18/2011,Post Monsoon,Cloudy,No,82,174,292,52,21,261,469
9/19/2011,Post Monsoon,Cloudy,No,83,179,320,47,22,244,424
9/20/2011,Post Monsoon,Cloudy,Yes,77,203,363,43,24,266,403
9/21/2011,Post Monsoon,Sunny,No,89,207,322,33,31,261,439
9/22/2011,Post Monsoon,Cloudy,No,80,220,311,45,27,267,456
9/23/2011,Post Monsoon,Cloudy,No,73,209,351,61,29,312,461
9/24/2011,Post Monsoon,Sunny,Yes,78,182,353,47,33,296,443
9/25/2011,Post Monsoon,Sunny,No,73,203,317,39,21,243,426
9/26/2011,Post Monsoon,Humid,No,87,209,300,41,24,239,439
9/27/2011,Post Monsoon,Sunny,No,76,171,313,61,26,266,453
9/28/2011,Post Monsoon,Cloudy,No,82,199,331,47,33,283,452
9/29/2011,Post Monsoon,Humid,No,77,194,300,37,21,214,414
9/30/2011,Post Monsoon,Sunny,No,76,190,289,45,20,237,448
10/1/2011,Post Monsoon,Cloudy,No,70,207,307,55,16,274,467
10/2/2011,Post Monsoon,Sunny,No,82,182,318,32,17,272,454
10/3/2011,Post Monsoon,Humid,No,86,206,354,55,26,248,394
10/4/2011,Post Monsoon,Cloudy,No,75,208,290,53,16,216,426
10/5/2011,Post Monsoon,Cloudy,No,72,216,325,39,17,256,431
10/6/2011,Post Monsoon,Cloudy,No,84,183,313,60,30,263,450
10/7/2011,Post Monsoon,Cloudy,No,71,177,314,49,30,254,440
10/8/2011,Post Monsoon,Sunny,No,86,204,358,54,23,256,398
10/9/2011,Post Monsoon,Sunny,No,75,195,322,63,28,272,450
10/10/2011,Post Monsoon,Cloudy,No,74,243,297,33,27,257,460
10/11/2011,Post Monsoon,Humid,No,81,206,342,59,25,253,411
10/12/2011,Post Monsoon,Sunny,No,74,200,340,61,20,242,402
10/13/2011,Post Monsoon,Sunny,No,76,197,294,43,16,252,458
10/14/2011,Post Monsoon,Humid,No,81,181,290,29,16,240,450
10/15/2011,Post Monsoon,Cloudy,No,67,208,330,50,29,284,454
10/16/2011,Post Monsoon,Sunny,No,88,198,319,36,22,259,440
10/17/2011,Post Monsoon,Sunny,No,80,198,308,48,26,241,433
10/18/2011,Post Monsoon,Humid,No,73,201,346,60,26,308,462
10/19/2011,Post Monsoon,Sunny,No,74,203,305,46,21,261,456
10/20/2011,Post Monsoon,Cloudy,No,84,173,330,53,18,258,428
10/21/2011,Post Monsoon,Humid,No,83,212,349,38,23,307,458
10/22/2011,Post Monsoon,Cloudy,No,86,187,311,34,28,279,468
10/23/2011,Post Monsoon,Humid,No,76,197,274,50,24,208,434
10/24/2011,Post Monsoon,Humid,No,81,219,309,32,15,271,462
10/25/2011,Post Monsoon,Cloudy,No,82,226,324,41,18,229,405
10/26/2011,Post Monsoon,Sunny,No,83,174,345,66,30,256,411
10/27/2011,Post Monsoon,Cloudy,No,85,200,306,44,20,224,418
10/28/2011,Post Monsoon,Sunny,No,76,204,363,60,29,279,416
10/29/2011,Post Monsoon,Sunny,No,79,177,287,35,22,233,446
10/30/2011,Post Monsoon,Sunny,No,76,212,324,41,26,273,449
10/31/2011,Post Monsoon,Humid,No,79,201,314,47,16,276,462
11/1/2011,Post Monsoon,Sunny,No,83,202,353,57,34,258,405
11/2/2011,Post Monsoon,Sunny,No,71,186,283,55,14,230,447
11/3/2011,Post Monsoon,Humid,Yes,85,206,350,55,17,283,433
11/4/2011,Post Monsoon,Humid,No,74,212,313,34,19,247,434
11/5/2011,Post Monsoon,Cloudy,No,78,201,358,48,35,300,442
11/6/2011,Post Monsoon,Humid,No,86,192,299,37,16,239,440
11/7/2011,Post Monsoon,Cloudy,No,81,193,330,41,30,267,437
11/8/2011,Post Monsoon,Humid,No,81,203,299,45,17,263,464
11/9/2011,Post Monsoon,Cloudy,No,74,200,324,42,17,282,458
11/10/2011,Post Monsoon,Cloudy,No,74,213,310,39,27,252,442
11/11/2011,Post Monsoon,Sunny,No,84,192,310,61,28,226,416
11/12/2011,Post Monsoon,Sunny,No,77,181,270,42,24,240,470
11/13/2011,Post Monsoon,Cloudy,No,77,205,330,41,20,272,442
11/14/2011,Post Monsoon,Cloudy,No,84,192,292,37,27,251,459
11/15/2011,Post Monsoon,Sunny,No,74,211,292,52,15,207,415
11/16/2011,Post Monsoon,Humid,No,81,200,281,53,18,247,466
11/17/2011,Post Monsoon,Cloudy,No,80,209,293,49,21,245,452
11/18/2011,Post Monsoon,Cloudy,No,79,184,332,47,17,277,445
11/19/2011,Post Monsoon,Sunny,No,77,202,331,58,26,238,407
11/20/2011,Post Monsoon,Cloudy,No,77,189,336,65,26,283,447
11/21/2011,Post Monsoon,Humid,No,74,181,294,34,29,210,416
11/22/2011,Post Monsoon,Humid,Yes,82,187,345,64,27,245,400
11/23/2011,Post Monsoon,Sunny,Yes,76,191,324,59,22,247,423
11/24/2011,Post Monsoon,Cloudy,No,84,218,343,46,30,241,398
11/25/2011,Post Monsoon,Sunny,No,78,191,330,42,22,241,411
11/26/2011,Post Monsoon,Sunny,No,74,180,303,47,23,256,453
11/27/2011,Post Monsoon,Humid,No,78,201,346,44,18,299,453
11/28/2011,Post Monsoon,Sunny,Yes,77,200,352,40,23,259,407
11/29/2011,Post Monsoon,Sunny,No,85,192,285,55,21,246,461
11/30/2011,Post Monsoon,Sunny,Yes,78,197,298,44,25,237,439
12/1/2011,Winter,Cold,No,78,214,306,45,16,272,466
12/2/2011,Winter,Sunny,No,87,210,381,42,34,277,396
12/3/2011,Winter,Cold,No,82,208,314,47,29,223,409
12/4/2011,Winter,Cloudy,No,88,182,386,67,24,335,449
12/5/2011,Winter,Fog,No,86,243,313,39,27,241,428
12/6/2011,Winter,Cloudy,No,75,215,310,42,18,245,435
12/7/2011,Winter,Cold,No,84,207,361,42,27,289,428
12/8/2011,Winter,Fog,No,87,182,363,49,32,314,451
12/9/2011,Winter,Fog,No,87,214,353,65,24,252,399
12/10/2011,Winter,Cloudy,No,84,192,356,44,18,288,432
12/11/2011,Winter,Cloudy,No,84,197,319,32,24,250,431
12/12/2011,Winter,Cold,No,78,174,360,55,33,276,416
12/13/2011,Winter,Fog,No,75,181,345,54,19,265,420
12/14/2011,Winter,Cloudy,Yes,78,206,350,46,18,310,460
12/15/2011,Winter,Fog,No,71,215,342,56,30,257,415
12/16/2011,Winter,Cold,No,86,210,366,37,23,289,423
12/17/2011,Winter,Fog,No,78,209,349,46,23,278,429
12/18/2011,Winter,Fog,No,86,199,286,32,15,241,455
12/19/2011,Winter,Fog,No,73,193,362,44,19,290,428
12/20/2011,Winter,Cold,Yes,85,204,380,52,30,313,433
12/21/2011,Winter,Fog,No,77,212,330,49,25,257,427
12/22/2011,Winter,Cold,No,73,200,342,37,22,288,446
12/23/2011,Winter,Cold,No,88,218,342,37,24,271,429
12/24/2011,Winter,Cold,No,85,196,290,48,20,215,425
12/25/2011,Winter,Cold,No,81,185,329,46,27,284,455
12/26/2011,Winter,Sunny,No,80,199,330,38,30,281,451
